,index,number,link,title,img
21,Developing a Rational Approach to Supplementation for Health & Performance | Huberman Lab Podcast,22.0,https://www.youtube.com/watch?v=tLS6t3FVOTI&list=UU2D2CMWXMOVWx7giW1n3LIg&index=22&pp=iAQB,Developing a Rational Approach to Supplementation for Health & Performance | Huberman Lab Podcast,https://i.ytimg.com/vi/tLS6t3FVOTI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHksmX0dzP0vyCk94ClCfh51nCkg
22,"Dr. Sam Harris: Using Meditation to Focus, View Consciousness & Expand Your Mind | Huberman Lab 105",23.0,https://www.youtube.com/watch?v=-wIt_WsJGfw&list=UU2D2CMWXMOVWx7giW1n3LIg&index=23&pp=iAQB,"Dr. Sam Harris: Using Meditation to Focus, View Consciousness & Expand Your Mind | Huberman Lab 105",https://i.ytimg.com/vi/-wIt_WsJGfw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB8i_qlpTV2FPoMTUyoXmwxKUDQBQ
23,"Jocko Willink: How to Become Resilient, Forge Your Identity & Lead Others | Huberman Lab Podcast 104",24.0,https://www.youtube.com/watch?v=__RAXBLt1iM&list=UU2D2CMWXMOVWx7giW1n3LIg&index=24&pp=iAQB,"Jocko Willink: How to Become Resilient, Forge Your Identity & Lead Others | Huberman Lab Podcast 104",https://i.ytimg.com/vi/__RAXBLt1iM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAH8tAfpxnKbu7JOTI5Qzh4VuN-0g
24,The Science of Creativity & How to Enhance Creative Innovation | Huberman Lab Podcast 103,25.0,https://www.youtube.com/watch?v=KPlJcD-o-4Q&list=UU2D2CMWXMOVWx7giW1n3LIg&index=25&pp=iAQB,The Science of Creativity & How to Enhance Creative Innovation | Huberman Lab Podcast 103,https://i.ytimg.com/vi/KPlJcD-o-4Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCgwJdBY4ZK7uYjyS7R0sviwM0GTQ
25,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in New York, NY",26.0,https://www.youtube.com/watch?v=uwWOc_RqTBA&list=UU2D2CMWXMOVWx7giW1n3LIg&index=26&pp=iAQB,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in New York, NY",https://i.ytimg.com/vi/uwWOc_RqTBA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZ9rEMfu6uhOn-cHgF1xXtUHLxFQ
26,Dr. Kyle Gillett: Tools for Hormone Optimization in Males | Huberman Lab Podcast 102,27.0,https://www.youtube.com/watch?v=O640yAgq5f8&list=UU2D2CMWXMOVWx7giW1n3LIg&index=27&pp=iAQB,Dr. Kyle Gillett: Tools for Hormone Optimization in Males | Huberman Lab Podcast 102,https://i.ytimg.com/vi/O640yAgq5f8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB47Uk147jRFBTf9ORr5j_P4Gf4Kw
27,"AMA #2: Improve Sleep, Reduce Sugar Cravings, Optimal Protein Intake, Stretching Frequency & More",28.0,https://www.youtube.com/watch?v=vZ4kOr38JhY&list=UU2D2CMWXMOVWx7giW1n3LIg&index=28&pp=iAQB,"AMA #2: Improve Sleep, Reduce Sugar Cravings, Optimal Protein Intake, Stretching Frequency & More",https://i.ytimg.com/vi/vZ4kOr38JhY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmgr7NXf3ln8qatQAEBuL--wiy8w
28,Using Caffeine to Optimize Mental & Physical Performance | Huberman Lab Podcast 101,29.0,https://www.youtube.com/watch?v=iw97uvIge7c&list=UU2D2CMWXMOVWx7giW1n3LIg&index=29&pp=iAQB,Using Caffeine to Optimize Mental & Physical Performance | Huberman Lab Podcast 101,https://i.ytimg.com/vi/iw97uvIge7c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhfAaIQ940r6rjV2_rEFyxb36fkg
29,"Dr Lex Fridman: Navigating Conflict, Finding Purpose & Maintaining Drive | Huberman Lab Podcast #100",30.0,https://www.youtube.com/watch?v=6I5I56uVvLw&list=UU2D2CMWXMOVWx7giW1n3LIg&index=30&pp=iAQB,"Dr Lex Fridman: Navigating Conflict, Finding Purpose & Maintaining Drive | Huberman Lab Podcast #100",https://i.ytimg.com/vi/6I5I56uVvLw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-PXS3uVRV026hwLCoAXaIAx-A8g
30,Dr. Chris Palmer: Diet & Nutrition for Mental Health | Huberman Lab Podcast #99,31.0,https://www.youtube.com/watch?v=xjEFo3a1AnI&list=UU2D2CMWXMOVWx7giW1n3LIg&index=31&pp=iAQB,Dr. Chris Palmer: Diet & Nutrition for Mental Health | Huberman Lab Podcast #99,https://i.ytimg.com/vi/xjEFo3a1AnI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBPc4OgtVqZqIY-IKG76W10bxcZQ
31,Science-Based Tools for Increasing Happiness | Huberman Lab Podcast #98,32.0,https://www.youtube.com/watch?v=LTGGyQS1fZE&list=UU2D2CMWXMOVWx7giW1n3LIg&index=32&pp=iAQB,Science-Based Tools for Increasing Happiness | Huberman Lab Podcast #98,https://i.ytimg.com/vi/LTGGyQS1fZE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCx_2Vs65JF9PoTo1kriMdQ_qu3UA
32,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Los Angeles, CA",33.0,https://www.youtube.com/watch?v=TO0WUTq5zYI&list=UU2D2CMWXMOVWx7giW1n3LIg&index=33&pp=iAQB,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Los Angeles, CA",https://i.ytimg.com/vi/TO0WUTq5zYI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBD2LgsN3zv97CMnG3mzYvpCKSH0w
33,"Dr Layne Norton: The Science of Eating for Health, Fat Loss & Lean Muscle | Huberman Lab Podcast #97",34.0,https://www.youtube.com/watch?v=K4Ze-Sp6aUE&list=UU2D2CMWXMOVWx7giW1n3LIg&index=34&pp=iAQB,"Dr Layne Norton: The Science of Eating for Health, Fat Loss & Lean Muscle | Huberman Lab Podcast #97",https://i.ytimg.com/vi/K4Ze-Sp6aUE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAM6iYHsnKyivSzPLJcAUFrecr97A
34,"AMA #1: Leveraging Ultradian Cycles, How to Protect Your Brain, Seed Oils Examined and More",35.0,https://www.youtube.com/watch?v=lsODSDmY4CY&list=UU2D2CMWXMOVWx7giW1n3LIg&index=35&pp=iAQB,"AMA #1: Leveraging Ultradian Cycles, How to Protect Your Brain, Seed Oils Examined and More",https://i.ytimg.com/vi/lsODSDmY4CY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBgY58Otx5wqTn3sJfSuesRFvXYA
35,How Meditation Works & Science-Based Effective Meditations | Huberman Lab Podcast #96,36.0,https://www.youtube.com/watch?v=wTBSGgbIvsY&list=UU2D2CMWXMOVWx7giW1n3LIg&index=36&pp=iAQB,How Meditation Works & Science-Based Effective Meditations | Huberman Lab Podcast #96,https://i.ytimg.com/vi/wTBSGgbIvsY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwdG_mORzSeEEBf4SK_a2e_OJC_w
36,Dr. Eddie Chang: The Science of Learning & Speaking Languages | Huberman Lab Podcast #95,37.0,https://www.youtube.com/watch?v=Z7MU6zrAXsM&list=UU2D2CMWXMOVWx7giW1n3LIg&index=37&pp=iAQB,Dr. Eddie Chang: The Science of Learning & Speaking Languages | Huberman Lab Podcast #95,https://i.ytimg.com/vi/Z7MU6zrAXsM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5AkX5WEjZbCj9FTgT3DKLmCiW7Q
37,Fitness Toolkit: Protocol & Tools to Optimize Physical Health | Huberman Lab Podcast #94,38.0,https://www.youtube.com/watch?v=q1Ss8sTbFBY&list=UU2D2CMWXMOVWx7giW1n3LIg&index=38&pp=iAQB,Fitness Toolkit: Protocol & Tools to Optimize Physical Health | Huberman Lab Podcast #94,https://i.ytimg.com/vi/q1Ss8sTbFBY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWkApmsJdwknOiptfxkgyoQ9DR-A
38,Dr. Nolan Williams: Psychedelics & Neurostimulation for Brain Rewiring | Huberman Lab Podcast #93,39.0,https://www.youtube.com/watch?v=X4QE6t-MkYE&list=UU2D2CMWXMOVWx7giW1n3LIg&index=39&pp=iAQB,Dr. Nolan Williams: Psychedelics & Neurostimulation for Brain Rewiring | Huberman Lab Podcast #93,https://i.ytimg.com/vi/X4QE6t-MkYE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA34szVt9HtvQYKkRs0Rbe9LrLO9w
39,The Effects of Cannabis (Marijuana) on the Brain & Body | Huberman Lab Podcast #92,40.0,https://www.youtube.com/watch?v=gXvuJu1kt48&list=UU2D2CMWXMOVWx7giW1n3LIg&index=40&pp=iAQB,The Effects of Cannabis (Marijuana) on the Brain & Body | Huberman Lab Podcast #92,https://i.ytimg.com/vi/gXvuJu1kt48/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTTFLRlsq_ztJEOXLzUklye0K47g
40,Dr. Casey Halpern: Biology & Treatments for Compulsive Eating & Behaviors | Huberman Lab Podcast #91,41.0,https://www.youtube.com/watch?v=Nr5xb-QCBGA&list=UU2D2CMWXMOVWx7giW1n3LIg&index=41&pp=iAQB,Dr. Casey Halpern: Biology & Treatments for Compulsive Eating & Behaviors | Huberman Lab Podcast #91,https://i.ytimg.com/vi/Nr5xb-QCBGA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoE5RM7LmKiuLeCzTrzZ_LWP8k6g
41,Nicotine’s Effects on the Brain & Body & How to Quit Smoking or Vaping | Huberman Lab Podcast #90,42.0,https://www.youtube.com/watch?v=uXs-zPc63kM&list=UU2D2CMWXMOVWx7giW1n3LIg&index=42&pp=iAQB,Nicotine’s Effects on the Brain & Body & How to Quit Smoking or Vaping | Huberman Lab Podcast #90,https://i.ytimg.com/vi/uXs-zPc63kM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAMm8jZ8BXjvSq9_t1E66VhlynQow
42,"Dr. David Anderson: The Biology of Aggression, Mating, & Arousal | Huberman Lab Podcast #89",43.0,https://www.youtube.com/watch?v=uxZFl4BDOGk&list=UU2D2CMWXMOVWx7giW1n3LIg&index=43&pp=iAQB,"Dr. David Anderson: The Biology of Aggression, Mating, & Arousal | Huberman Lab Podcast #89",https://i.ytimg.com/vi/uxZFl4BDOGk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDILGAhZuPJ46IcFxKWtSxXSQBp9w
43,Focus Toolkit: Tools to Improve Your Focus & Concentration | Huberman Lab Podcast #88,44.0,https://www.youtube.com/watch?v=yb5zpo5WDG4&list=UU2D2CMWXMOVWx7giW1n3LIg&index=44&pp=iAQB,Focus Toolkit: Tools to Improve Your Focus & Concentration | Huberman Lab Podcast #88,https://i.ytimg.com/vi/yb5zpo5WDG4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOXK6O0-Sv96Ygx0D3H3oWW6DvKg
44,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Portland, OR",45.0,https://www.youtube.com/watch?v=3_auLYOilb8&list=UU2D2CMWXMOVWx7giW1n3LIg&index=45&pp=iAQB,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Portland, OR",https://i.ytimg.com/vi/3_auLYOilb8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTqIeyofBrEynXEmh45RblOuyFlQ
45,"Dr. Erich Jarvis: The Neuroscience of Speech, Language & Music | Huberman Lab Podcast #87",46.0,https://www.youtube.com/watch?v=LVxL_p_kToc&list=UU2D2CMWXMOVWx7giW1n3LIg&index=46&pp=iAQB,"Dr. Erich Jarvis: The Neuroscience of Speech, Language & Music | Huberman Lab Podcast #87",https://i.ytimg.com/vi/LVxL_p_kToc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDylnRhHwxJS4auZ2OiOUjqsZig7g
46,"What Alcohol Does to Your Body, Brain & Health | Huberman Lab Podcast #86",47.0,https://www.youtube.com/watch?v=DkS1pkKpILY&list=UU2D2CMWXMOVWx7giW1n3LIg&index=47&pp=iAQB,"What Alcohol Does to Your Body, Brain & Health | Huberman Lab Podcast #86",https://i.ytimg.com/vi/DkS1pkKpILY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6VVW1Fa1wY3rXL6eX8pt3xrRS0Q
47,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Seattle, WA",48.0,https://www.youtube.com/watch?v=2Ds1m5gflCI&list=UU2D2CMWXMOVWx7giW1n3LIg&index=48&pp=iAQB,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Seattle, WA",https://i.ytimg.com/vi/2Ds1m5gflCI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBN-N7qcWxEXcn-XmRZryPvr0RCgQ
48,"Dr. Peter Attia: Exercise, Nutrition, Hormones for Vitality & Longevity | Huberman Lab Podcast #85",49.0,https://www.youtube.com/watch?v=DTCmprPCDqc&list=UU2D2CMWXMOVWx7giW1n3LIg&index=49&pp=iAQB,"Dr. Peter Attia: Exercise, Nutrition, Hormones for Vitality & Longevity | Huberman Lab Podcast #85",https://i.ytimg.com/vi/DTCmprPCDqc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAEXCetq3ZKxRLGdSM6yZJbJODGbA
49,Sleep Toolkit: Tools for Optimizing Sleep & Sleep-Wake Timing | Huberman Lab Podcast #84,50.0,https://www.youtube.com/watch?v=h2aWYjSA1Jc&list=UU2D2CMWXMOVWx7giW1n3LIg&index=50&pp=iAQB,Sleep Toolkit: Tools for Optimizing Sleep & Sleep-Wake Timing | Huberman Lab Podcast #84,https://i.ytimg.com/vi/h2aWYjSA1Jc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB8ZXICBWQZRw2q5R8YN2e7sV4FFQ
50,Dr. Emily Balcetis: Tools for Setting & Achieving Goals | Huberman Lab Podcast #83,51.0,https://www.youtube.com/watch?v=7YGZZcXqKxE&list=UU2D2CMWXMOVWx7giW1n3LIg&index=51&pp=iAQB,Dr. Emily Balcetis: Tools for Setting & Achieving Goals | Huberman Lab Podcast #83,https://i.ytimg.com/vi/7YGZZcXqKxE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCk_PTV7N5P0ooiV0STG8hhVZhBqw
51,The Science & Treatment of Bipolar Disorder | Huberman Lab Podcast #82,52.0,https://www.youtube.com/watch?v=m_OazsImOiI&list=UU2D2CMWXMOVWx7giW1n3LIg&index=52&pp=iAQB,The Science & Treatment of Bipolar Disorder | Huberman Lab Podcast #82,https://i.ytimg.com/vi/m_OazsImOiI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCWjqToq8j2lhcWFIQvgweZFXHb2A
52,Dr. Charles Zuker: The Biology of Taste Perception & Sugar Craving | Huberman Lab Podcast #81,53.0,https://www.youtube.com/watch?v=UChhXiFPRgg&list=UU2D2CMWXMOVWx7giW1n3LIg&index=53&pp=iAQB,Dr. Charles Zuker: The Biology of Taste Perception & Sugar Craving | Huberman Lab Podcast #81,https://i.ytimg.com/vi/UChhXiFPRgg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBmc015fzkqBzEzsRJQhXvDTMHOA
53,Optimize & Control Your Brain Chemistry to Improve Health & Performance | Huberman Lab Podcast #80,54.0,https://www.youtube.com/watch?v=T65RDBiB5Hs&list=UU2D2CMWXMOVWx7giW1n3LIg&index=54&pp=iAQB,Optimize & Control Your Brain Chemistry to Improve Health & Performance | Huberman Lab Podcast #80,https://i.ytimg.com/vi/T65RDBiB5Hs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArxKZkn18LijL822rx8J-wvhc5_w
54,Jeff Cavaliere: Optimize Your Exercise Program with Science-Based Tools | Huberman Lab Podcast #79,55.0,https://www.youtube.com/watch?v=UNCwdFxPtE8&list=UU2D2CMWXMOVWx7giW1n3LIg&index=55&pp=iAQB,Jeff Cavaliere: Optimize Your Exercise Program with Science-Based Tools | Huberman Lab Podcast #79,https://i.ytimg.com/vi/UNCwdFxPtE8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxGAecHenxO3NYbBvKUNFlucmXeQ
55,The Science & Treatment of Obsessive Compulsive Disorder (OCD) | Huberman Lab Podcast #78,56.0,https://www.youtube.com/watch?v=OadokY8fcAA&list=UU2D2CMWXMOVWx7giW1n3LIg&index=56&pp=iAQB,The Science & Treatment of Obsessive Compulsive Disorder (OCD) | Huberman Lab Podcast #78,https://i.ytimg.com/vi/OadokY8fcAA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDqcp2zlwgPmA9uH7qGFcU6xWmGsQ
56,Ido Portal: The Science & Practice of Movement | Huberman Lab Podcast #77,57.0,https://www.youtube.com/watch?v=a9yFKPmPZ90&list=UU2D2CMWXMOVWx7giW1n3LIg&index=57&pp=iAQB,Ido Portal: The Science & Practice of Movement | Huberman Lab Podcast #77,https://i.ytimg.com/vi/a9yFKPmPZ90/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMz1-mmDgZ0DAh5byCrphhkmKHsA
57,Improve Flexibility with Research-Supported Stretching Protocols | Huberman Lab Podcast #76,58.0,https://www.youtube.com/watch?v=tkH2-_jMCSk&list=UU2D2CMWXMOVWx7giW1n3LIg&index=58&pp=iAQB,Improve Flexibility with Research-Supported Stretching Protocols | Huberman Lab Podcast #76,https://i.ytimg.com/vi/tkH2-_jMCSk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAEptwZbvUI6QtLQSv6poE-EvpUXw
58,"Dr. Paul Conti: Therapy, Treating Trauma & Other Life Challenges | Huberman Lab Podcast #75",59.0,https://www.youtube.com/watch?v=IOl28gj_RXw&list=UU2D2CMWXMOVWx7giW1n3LIg&index=59&pp=iAQB,"Dr. Paul Conti: Therapy, Treating Trauma & Other Life Challenges | Huberman Lab Podcast #75",https://i.ytimg.com/vi/IOl28gj_RXw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD8yRswc2DR4HHlLxVMifbkzZuJPA
59,The Science & Process of Healing from Grief | Huberman Lab Podcast #74,60.0,https://www.youtube.com/watch?v=dzOvi0Aa2EA&list=UU2D2CMWXMOVWx7giW1n3LIg&index=60&pp=iAQB,The Science & Process of Healing from Grief | Huberman Lab Podcast #74,https://i.ytimg.com/vi/dzOvi0Aa2EA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUtVnhfX-goaZZ5054NnCwKgKz7A
60,Dr. Wendy Suzuki: Boost Attention & Memory with Science-Based Tools | Huberman Lab Podcast #73,61.0,https://www.youtube.com/watch?v=099hgtRoUZw&list=UU2D2CMWXMOVWx7giW1n3LIg&index=61&pp=iAQB,Dr. Wendy Suzuki: Boost Attention & Memory with Science-Based Tools | Huberman Lab Podcast #73,https://i.ytimg.com/vi/099hgtRoUZw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCHFNc6AhY9hhgYivOJAyxxc5DIKA
61,Understand & Improve Memory Using Science-Based Tools | Huberman Lab Podcast #72,62.0,https://www.youtube.com/watch?v=szqPAPKE5tQ&list=UU2D2CMWXMOVWx7giW1n3LIg&index=62&pp=iAQB,Understand & Improve Memory Using Science-Based Tools | Huberman Lab Podcast #72,https://i.ytimg.com/vi/szqPAPKE5tQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOgwU4EQRc6y0cgPqoBAGqu12CGQ
62,Understanding & Controlling Aggression | Huberman Lab Podcast #71,63.0,https://www.youtube.com/watch?v=RBK5KLA5Jjg&list=UU2D2CMWXMOVWx7giW1n3LIg&index=63&pp=iAQB,Understanding & Controlling Aggression | Huberman Lab Podcast #71,https://i.ytimg.com/vi/RBK5KLA5Jjg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-Q5VflaLn_LI-LfqJynL-Ty1RRA
63,Dr. Rhonda Patrick: Micronutrients for Health & Longevity | Huberman Lab Podcast #70,64.0,https://www.youtube.com/watch?v=XcvhERcZpWw&list=UU2D2CMWXMOVWx7giW1n3LIg&index=64&pp=iAQB,Dr. Rhonda Patrick: Micronutrients for Health & Longevity | Huberman Lab Podcast #70,https://i.ytimg.com/vi/XcvhERcZpWw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxK9xOIWg25G6DaEEnxBfUUNmr8w
64,The Science & Health Benefits of Deliberate Heat Exposure | Huberman Lab Podcast #69,65.0,https://www.youtube.com/watch?v=EQ3GjpGq5Y8&list=UU2D2CMWXMOVWx7giW1n3LIg&index=65&pp=iAQB,The Science & Health Benefits of Deliberate Heat Exposure | Huberman Lab Podcast #69,https://i.ytimg.com/vi/EQ3GjpGq5Y8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmcJHgXrHWCtCzN3Y2WmcFr7rLBA
65,"Using Light (Sunlight, Blue Light & Red Light) to Optimize Health | Huberman Lab Podcast #68",66.0,https://www.youtube.com/watch?v=UF0nqolsNZc&list=UU2D2CMWXMOVWx7giW1n3LIg&index=66&pp=iAQB,"Using Light (Sunlight, Blue Light & Red Light) to Optimize Health | Huberman Lab Podcast #68",https://i.ytimg.com/vi/UF0nqolsNZc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJ4zbEGSGs2XgrxEp4FSfN2azyew
66,Dr. Kyle Gillett: How to Optimize Your Hormones for Health & Vitality | Huberman Lab Podcast #67,67.0,https://www.youtube.com/watch?v=ncSoor2Iw8k&list=UU2D2CMWXMOVWx7giW1n3LIg&index=67&pp=iAQB,Dr. Kyle Gillett: How to Optimize Your Hormones for Health & Vitality | Huberman Lab Podcast #67,https://i.ytimg.com/vi/ncSoor2Iw8k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6GsSSFj0glwoH2yMMEwFVJ0XpTQ
67,Using Deliberate Cold Exposure for Health and Performance | Huberman Lab Podcast #66,68.0,https://www.youtube.com/watch?v=pq6WHJzOkno&list=UU2D2CMWXMOVWx7giW1n3LIg&index=68&pp=iAQB,Using Deliberate Cold Exposure for Health and Performance | Huberman Lab Podcast #66,https://i.ytimg.com/vi/pq6WHJzOkno/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXYcEN9ydu2_uwO_X1PmGvDjP0aw
68,"Dr. Andy Galpin: How to Build Strength, Muscle Size & Endurance | Huberman Lab Podcast #65",69.0,https://www.youtube.com/watch?v=IAnhFUUCq6c&list=UU2D2CMWXMOVWx7giW1n3LIg&index=69&pp=iAQB,"Dr. Andy Galpin: How to Build Strength, Muscle Size & Endurance | Huberman Lab Podcast #65",https://i.ytimg.com/vi/IAnhFUUCq6c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkpb1Eqx-6dDD8T76RwmXWLdukzw
69,Controlling Sugar Cravings & Metabolism with Science-Based Tools | Huberman Lab Podcast #64,70.0,https://www.youtube.com/watch?v=VAEzZeaV5zM&list=UU2D2CMWXMOVWx7giW1n3LIg&index=70&pp=iAQB,Controlling Sugar Cravings & Metabolism with Science-Based Tools | Huberman Lab Podcast #64,https://i.ytimg.com/vi/VAEzZeaV5zM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0pPaCiG2ulMFs68f1reQkjIwZIg
70,Using Salt to Optimize Mental & Physical Performance | Huberman Lab Podcast #63,71.0,https://www.youtube.com/watch?v=azb3Ih68awQ&list=UU2D2CMWXMOVWx7giW1n3LIg&index=71&pp=iAQB,Using Salt to Optimize Mental & Physical Performance | Huberman Lab Podcast #63,https://i.ytimg.com/vi/azb3Ih68awQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBqTKeYaltNsZj2OVPJreYLRNWFA
